역사명,역사코드,방향,주중주말,평균_분,중앙값_분,표준편차,최소_분,최대_분,측정횟수
대방,1005,UP,END,5.44,5.0,2.3,3.0,20.0,208
신길,1032,UP,SAT,5.44,5.0,2.3,3.0,20.0,208
신길,1032,UP,END,5.44,5.0,2.3,3.0,20.0,208
서울역,150,UP,END,5.44,5.0,2.3,3.0,20.0,208
노량진,1004,UP,SAT,5.44,5.0,2.3,3.0,20.0,208
노량진,1004,UP,END,5.44,5.0,2.3,3.0,20.0,208
서울역,150,UP,SAT,5.44,5.0,2.3,3.0,20.0,208
남영,1002,UP,SAT,5.44,5.0,2.3,3.0,20.0,208
남영,1002,UP,END,5.44,5.0,2.3,3.0,20.0,208
용산,1003,UP,SAT,5.44,5.0,2.3,3.0,20.0,208
용산,1003,UP,END,5.44,5.0,2.3,3.0,20.0,208
대방,1005,UP,SAT,5.44,5.0,2.3,3.0,20.0,208
종각,152,UP,DAY,5.43,4.5,2.6,2.5,26.0,215
종로5가,154,UP,DAY,5.43,4.5,2.6,2.5,26.0,215
시청,151,UP,DAY,5.43,4.5,2.6,2.5,26.0,215
동묘앞,159,UP,DAY,5.43,4.5,2.6,2.5,26.0,215
동대문,155,UP,DAY,5.43,4.5,2.6,2.5,26.0,215
종로3가,153,UP,DAY,5.43,4.5,2.6,2.5,26.0,215
용산,1003,DOWN,SAT,5.42,5.0,1.92,3.0,12.5,208
남영,1002,DOWN,SAT,5.42,5.0,1.92,3.0,12.5,208
남영,1002,DOWN,END,5.42,5.0,1.92,3.0,12.5,208
영등포,1006,DOWN,END,5.42,5.0,1.92,3.0,12.5,208
용산,1003,DOWN,END,5.42,5.0,1.92,3.0,12.5,208
대방,1005,DOWN,END,5.42,5.0,1.92,3.0,12.5,208
대방,1005,DOWN,SAT,5.42,5.0,1.92,3.0,12.5,208
노량진,1004,DOWN,END,5.42,5.0,1.92,3.0,12.5,208
신길,1032,DOWN,SAT,5.42,5.0,1.92,3.0,12.5,208
영등포,1006,DOWN,SAT,5.42,5.0,1.92,3.0,12.5,208
신길,1032,DOWN,END,5.42,5.0,1.92,3.0,12.5,208
노량진,1004,DOWN,SAT,5.42,5.0,1.92,3.0,12.5,208
서울역,150,DOWN,END,5.37,5.0,1.87,3.0,12.5,208
동대문,155,DOWN,SAT,5.37,5.0,1.87,3.0,12.5,208
동대문,155,DOWN,END,5.37,5.0,1.87,3.0,12.5,208
시청,151,DOWN,SAT,5.37,5.0,1.87,3.0,12.5,208
시청,151,DOWN,END,5.37,5.0,1.87,3.0,12.5,208
종각,152,DOWN,END,5.37,5.0,1.87,3.0,12.5,208
종각,152,DOWN,SAT,5.37,5.0,1.87,3.0,12.5,208
종로3가,153,DOWN,SAT,5.37,5.0,1.87,3.0,12.5,208
서울역,150,DOWN,SAT,5.37,5.0,1.87,3.0,12.5,208
종로5가,154,DOWN,SAT,5.37,5.0,1.87,3.0,12.5,208
종로5가,154,DOWN,END,5.37,5.0,1.87,3.0,12.5,208
종로3가,153,DOWN,END,5.37,5.0,1.87,3.0,12.5,208
동묘앞,159,UP,END,5.33,5.0,1.94,3.0,12.0,210
종각,152,UP,SAT,5.33,5.0,1.94,3.0,12.0,210
종각,152,UP,END,5.33,5.0,1.94,3.0,12.0,210
종로3가,153,UP,END,5.33,5.0,1.94,3.0,12.0,210
종로3가,153,UP,SAT,5.33,5.0,1.94,3.0,12.0,210
종로5가,154,UP,SAT,5.33,5.0,1.94,3.0,12.0,210
동대문,155,UP,SAT,5.33,5.0,1.94,3.0,12.0,210
시청,151,UP,SAT,5.33,5.0,1.94,3.0,12.0,210
동묘앞,159,UP,SAT,5.33,5.0,1.94,3.0,12.0,210
동대문,155,UP,END,5.33,5.0,1.94,3.0,12.0,210
시청,151,UP,END,5.33,5.0,1.94,3.0,12.0,210
종로5가,154,UP,END,5.33,5.0,1.94,3.0,12.0,210
구로,1701,DOWN,DAY,5.26,4.5,2.56,1.0,21.0,221
신도림,1007,DOWN,DAY,5.26,4.5,2.56,1.0,21.0,221
신도림,1007,DOWN,END,5.15,4.5,2.3,1.0,22.0,224
신도림,1007,DOWN,SAT,5.15,4.5,2.3,1.0,22.0,224
구로,1701,DOWN,END,5.15,4.5,2.3,1.0,22.0,224
구로,1701,DOWN,SAT,5.15,4.5,2.3,1.0,22.0,224
신도림,1007,UP,SAT,5.08,4.5,2.38,1.0,20.0,223
영등포,1006,UP,END,5.08,4.5,2.38,1.0,20.0,223
영등포,1006,UP,SAT,5.08,4.5,2.38,1.0,20.0,223
신도림,1007,UP,END,5.08,4.5,2.38,1.0,20.0,223
신도림,1007,UP,DAY,5.07,4.5,2.23,1.0,12.5,225
영등포,1006,UP,DAY,5.07,4.5,2.23,1.0,12.5,225
구로,1701,UP,END,4.98,4.5,2.17,1.0,13.5,228
구로,1701,UP,SAT,4.98,4.5,2.17,1.0,13.5,228
구로,1701,UP,DAY,4.86,4.0,2.38,1.0,19.5,235
